contig	start	end	strand	gene	readCount	RPKM	meanDepth	meanDepth/contig	meanDepth/genome	taxon	reference
NODE_1000_length_3510_cov_1.856151	758	1699	-	K00077	28	21.7119704454673	4.15180467091295	0.891632060383288	0.17324086340154	1352	cid|1352
NODE_1000_length_3510_cov_1.856151	1824	2945	+	K00865	40	26.041095186695	5.36363636363636	1.15188225871045	0.223806529511885	1352	cid|1352
NODE_1001_length_3507_cov_3.224218	442	1680	-	K19002	69	40.6789650355841	8.7909604519774	1.12178067551158	0.366817251663834		
NODE_1001_length_3507_cov_3.224218	1696	2739	-	K13677	51	35.6830351717686	7.64655172413793	0.975747076249017	0.319064919410792		
NODE_1003_length_3503_cov_2.306845	932	1747	+	K00941	36	32.225855293535	6.5171568627451	1.0009031737558	0.271939065374423	1352	cid|1352
NODE_1003_length_3503_cov_2.306845	1904	3355	-	K06131	67	33.7054629745972	6.52961432506887	1.00281638742234	0.272458873433767	1352	cid|1352
NODE_1004_length_3498_cov_2.877723	73	1149	-	K03614	49	33.2332249576164	6.63881151346332	0.885512399393506	0.277015305322533	712310	cid|712310
NODE_1006_length_3492_cov_2.133838	244	1122	+	K01923	35	29.085148122341	5.78612059158134	0.987157177340339	0.241435377259827	712310	cid|712310
NODE_1006_length_3492_cov_2.133838	1300	2634	+	K01940	42	22.9805350108205	5.16329588014981	0.880898437242679	0.215446994060555	712310	cid|712310
NODE_1007_length_3491_cov_3.525902	219	1037	-	K07238	42	37.4591138454766	7.05006105006105	0.787702452416807	0.294175367136811		
NODE_1007_length_3491_cov_3.525902	1290	3011	+	K00158	105	44.5397999991947	9.8246225319396	1.09770386490642	0.409948498288379	53346	cid|53346
NODE_1008_length_3491_cov_1.960128	1504	2082	-	K03577	27	34.062562071923	5.42314335060449	1.06098371648511	0.226289556199774	558152	cid|558152
NODE_1009_length_3487_cov_2.829837	2356	3210	-	K02030	50	42.716533332561	6.9625730994152	0.98628909642756	0.290524788820036	712310	cid|712310
NODE_100_length_52118_cov_6.066881	625	2466	-	K00341	186	73.7590694449205	16.5418023887079	0.955043775943804	0.690233851345243	562	cid|562
NODE_100_length_52118_cov_6.066881	2463	2765	-	K00340	56	135.001162769836	21.8976897689769	1.26426684529165	0.913717041809302	562	cid|562
NODE_100_length_52118_cov_6.066881	2762	3316	-	K00339	80	105.290482160258	16.9459459459459	0.978377072996817	0.707097404509147	562	cid|562
NODE_100_length_52118_cov_6.066881	3328	3870	-	K00338	83	111.65299403113	18.0534069981584	1.04231652531053	0.753308034361989	562	cid|562
NODE_100_length_52118_cov_6.066881	3885	4862	-	K00337	136	101.576247360127	19.2576687116564	1.1118447802768	0.803557830666098	562	cid|562
NODE_100_length_52118_cov_6.066881	4859	7585	-	K00336	261	69.9113164343796	16.5936927026036	0.958039672047101	0.692399059849497	562	cid|562
NODE_100_length_52118_cov_6.066881	7638	8975	-	K00335	144	78.6137456488029	17.3281016442451	1.00044089727217	0.723043478174653	562	cid|562
NODE_100_length_52118_cov_6.066881	8972	9472	-	K00334	50	72.8994730525742	11.5788423153693	0.668506431528706	0.483146197594062	562	cid|562
NODE_100_length_52118_cov_6.066881	9475	11277	-	K13378	171	69.2775458223748	15.7470881863561	0.909160816229064	0.657073097050262	562	cid|562
NODE_100_length_52118_cov_6.066881	11371	12033	-	K00331	91	100.258216468776	18.7662141779789	1.08347056914074	0.78305108372461	562	cid|562
NODE_100_length_52118_cov_6.066881	12049	12492	-	K00330	68	111.871137295275	17.5563063063063	1.01361633227142	0.732565692204785	562	cid|562
NODE_100_length_52118_cov_6.066881	14979	16196	+	K14260	135	80.9615083729205	16.6822660098522	0.963153467014226	0.696094926451696	562	cid|562
NODE_100_length_52118_cov_6.066881	16280	16879	+	K08722	74	90.0891687983712	16.5183333333333	0.953688786037862	0.689254566494779	562	cid|562
NODE_100_length_52118_cov_6.066881	18857	19507	-	K19270	76	85.2755863579052	15.2626728110599	0.881193012100059	0.636860070544168	562	cid|562
NODE_100_length_52118_cov_6.066881	19518	20012	-	K09161	69	101.820682179977	16.3919191919192	0.946390244070557	0.683979728986603	562	cid|562
NODE_100_length_52118_cov_6.066881	20095	20550	-	K09899	75	120.140249997828	19.0789473684211	1.10152627311087	0.79610038932082	562	cid|562
NODE_100_length_52118_cov_6.066881	20888	22090	+	K00925	133	80.756618252904	16.525353283458	0.954094084052944	0.689547485434139	562	cid|562
NODE_100_length_52118_cov_6.066881	22165	24309	+	K13788	186	63.339956138715	15.1426573426573	0.874263898607983	0.631852228168233	562	cid|562
NODE_100_length_52118_cov_6.066881	26652	27206	-	K07095	72	94.7614339442326	16.636036036036	0.960484371608678	0.694165904926417	562	cid|562
