contig	start	end	strand	gene	readCount	RPKM	meanDepth	meanDepth/contig	meanDepth/genome	taxon	reference
NODE_10006_length_990_cov_2.363636	11	868	-	K11071	50	3.03341128190809	7.88694638694639	0.978333156631615	0.0692703363602716	562	cid|562
NODE_1000_length_10264_cov_2.538349	841	2271	+	K02761	55	2.00065238844504	6.66037735849057	1.01091495929769	0.0584974915859175	1596	cid|1596
NODE_1000_length_10264_cov_2.538349	2418	2741	+	K02760	22	3.5344858862529	7.52160493827161	1.14163245425322	0.0660615754793891	1596	cid|1596
NODE_1000_length_10264_cov_2.538349	3086	3412	+	K02759	15	2.3877677797038	4.8348623853211	0.733837506254226	0.0424641587828121	1596	cid|1596
NODE_1000_length_10264_cov_2.538349	3412	4137	+	K03492	25	1.79247030294569	5.20385674931129	0.789843630588713	0.0457050028883268	1596	cid|1596
NODE_1000_length_10264_cov_2.538349	4204	5697	+	K01223	57	1.98597071155284	5.78915662650602	0.878680699373859	0.0508456387410071	1596	cid|1596
NODE_1000_length_10264_cov_2.538349	6228	6926	-	K03489	31	2.30851711805984	6.63376251788269	1.00687534726647	0.0582637358494598	1596	cid|1596
NODE_1000_length_10264_cov_2.538349	7002	8270	-	K02761	55	2.25605482101249	7.35933806146572	1.11700351743293	0.0646364001853009	1596	cid|1596
NODE_10013_length_989_cov_2.603854	201	404	+	K07070	13	3.31712445474537	5.38725490196078	0.840377775715965	0.047315772265802	582	cid|582
NODE_10018_length_989_cov_1.879015	205	780	-	K05795	19	1.71703717769672	4.84201388888889	1.14755613134702	0.0425269697914481	582	cid|582
NODE_1001_length_10247_cov_2.964973	902	1402	+	K00954	25	2.59747193600513	5.76447105788423	0.790997575260321	0.0506288276258072	1596	cid|1596
NODE_1001_length_10247_cov_2.964973	1389	2399	+	K07177	54	2.78029696366697	7.27596439169139	0.998403866324679	0.0639041367888593	1596	cid|1596
NODE_1001_length_10247_cov_2.964973	3098	5380	+	K02238	106	2.41684353278122	7.92772667542707	1.0878383315001	0.0696285059434453	1596	cid|1596
NODE_1001_length_10247_cov_2.964973	5377	6366	+	K02340	56	2.94443121763878	8.41010101010101	1.15402947467064	0.0738651560707657	1596	cid|1596
NODE_1001_length_10247_cov_2.964973	6436	6693	-	K02968	7	1.41229985729767	2.58914728682171	0.355281378864187	0.0227402463063863	1596	cid|1596
NODE_1001_length_10247_cov_2.964973	6887	7156	+	K02956	14	2.69906194950222	5.11481481481481	0.701852099836727	0.0449229556357996	1596	cid|1596
NODE_1001_length_10247_cov_2.964973	7317	9089	+	K12574	76	2.23127673852975	7.58319232938522	1.04056151640702	0.0666024919619777	1596	cid|1596
NODE_10020_length_989_cov_1.798715	12	800	+	K02018	33	2.17713579305312	6.31432192648923	1.0664044373801	0.0554581180441236	582	cid|582
NODE_10026_length_988_cov_20.576635	25	978	-	K02371	300	16.3689740872776	50.0555555555556	1.02168967852265	0.439633414495171	1318	cid|1318
NODE_1002_length_10240_cov_3.121257	102	917	-	K01061	44	2.80679761555378	7.82598039215686	0.847842141511704	0.0687348775453621	623	cid|623
NODE_1002_length_10240_cov_3.121257	1179	1940	+	K00757	68	4.64517973311405	11.6994750656168	1.26748439136602	0.102755430717168	562	cid|562
NODE_1002_length_10240_cov_3.121257	2081	3508	+	K09760	84	3.06196103514957	9.52240896358543	1.03162788602534	0.0836344561640941	623	cid|623
NODE_1002_length_10240_cov_3.121257	3603	4358	+	K03183	54	3.71809554268162	10.3544973544974	1.1217737294758	0.0909426131987792	562	cid|562
NODE_1002_length_10240_cov_3.121257	4372	4977	+	K03690	40	3.4358638678246	8.24422442244224	0.893153386434708	0.0724082770129298	623	cid|623
NODE_1002_length_10240_cov_3.121257	4974	6602	+	K03688	87	2.78001250520947	8.5438919582566	0.925618426285946	0.0750402298605453	562	cid|562
