contig	start	end	strand	gene	readCount	RPKM	meanDepth	meanDepth/contig	meanDepth/genome	taxon	reference
NODE_10006_length_783_cov_1.159341	267	515	+	K02078	9	2.99431014897441	3.1566265060241	0.956886780571764	0.0354093206364431		
NODE_1000_length_11889_cov_5.432145	2772	4127	+	K09157	147	8.98072225359801	16.9697640117994	1.0619780309207	0.190357590253977	1501	cid|1501
NODE_1001_length_11800_cov_16.791145	878	1972	+	K01772	328	24.8149465740272	48.2054794520548	1.0814732676535	0.540742870622733	1308	cid|1308
NODE_1001_length_11800_cov_16.791145	2069	3106	+	K00001	274	21.8678874142505	37.9605009633911	0.851630716783432	0.425820269698535	1308	cid|1308
NODE_1001_length_11800_cov_16.791145	6314	6949	-	K01091	196	25.530103513373	42.438679245283	0.952097098503988	0.47605403994283	1308	cid|1308
NODE_1002_length_11794_cov_5.149331	24	3290	+	K03737	856	21.7059226062987	29.7459442913988	1.43455065761924	0.333673837255637	351091	cid|351091
NODE_1002_length_11794_cov_5.149331	10021	10371	+	K07090	46	10.8568624394912	15.4586894586895	0.745522579873416	0.173407177129545		
NODE_10033_length_781_cov_1.648760	381	644	-	K07498	16	5.02076247201769	5.11363636363636	1.04221033402923	0.0573619936576661	1358	cid|1358
NODE_1003_length_11787_cov_54.153512	2458	3966	+	K07793	1263	69.3374284530236	136.954274353877	0.827156372974175	1.53627862018935	290399	cid|290399
NODE_1003_length_11787_cov_54.153512	5354	6472	+	K02103	971	71.8857425785804	136.782841823056	0.826120979876207	1.53435558322576	1262452	cid|1262452
NODE_1003_length_11787_cov_54.153512	6514	7623	-	K06871	994	74.1851579311371	136.383783783784	0.823710807561921	1.52987916701428		
NODE_1003_length_11787_cov_54.153512	7770	8357	+	K07240	555	78.1932522746633	118.328231292517	0.714661525374999	1.32734179168296		
NODE_1003_length_11787_cov_54.153512	8354	8917	+	K07240	524	76.9672204486967	125.535460992908	0.758190696014558	1.40818857760286		
NODE_1003_length_11787_cov_54.153512	10725	11501	-	K03525	692	73.7800076003835	124.258687258687	0.750479424963772	1.39386642373102	1920107	cid|1920107
NODE_1004_length_11779_cov_4.806380	2194	3537	-	K01915	141	8.69107432377169	15.1183035714286	0.865450213680999	0.169588913233218	84112	cid|84112
NODE_1005_length_11772_cov_4.606213	582	2828	+	K01533	175	6.45191439161152	13.0333778371162	0.997088089178574	0.146201349424655	1597	cid|1597
NODE_1005_length_11772_cov_4.606213	2995	3606	+	K04068	57	7.71573056361542	12.3954248366013	0.948282986908184	0.139045139368413	1582	cid|1582
NODE_1005_length_11772_cov_4.606213	3755	4855	-	K19168	94	7.07284522624835	13.0835603996367	1.00092718875805	0.14676427013867	1597	cid|1597
NODE_1005_length_11772_cov_4.606213	5795	6565	+	K02003	86	9.24054727340221	15.8612191958495	1.21342547861955	0.17792253696119	1597	cid|1597
NODE_1005_length_11772_cov_4.606213	6549	8624	+	K02004	164	6.5444042626589	13.2721579961464	1.01535540679007	0.148879855480594	1597	cid|1597
NODE_1005_length_11772_cov_4.606213	10327	10725	+	K16509	42	8.72027166192546	12.5087719298246	0.956954341180909	0.140316605460296	1597	cid|1597
NODE_1005_length_11772_cov_4.606213	11005	11691	+	K16511	59	7.11457389593773	12.1775836972344	0.931617560024193	0.136601515855485	1597	cid|1597
NODE_10075_length_778_cov_2.024896	305	748	+	K06925	19	3.54506539409357	4.47072072072072	0.884368350043407	0.0501501153759816	1839799	cid|1839799
NODE_1008_length_11744_cov_23.970485	36	494	+	K03402	223	40.2481383786255	63.1721132897603	0.942639743538362	0.708630435209859	1308	cid|1308
NODE_1008_length_11744_cov_23.970485	846	3404	+	K03555	913	29.5565753261862	62.4411879640485	0.931733043956944	0.700431312136529	1308	cid|1308
NODE_1008_length_11744_cov_23.970485	4862	6805	+	K03572	803	34.2194405210897	69.9110082304527	1.04319598374975	0.784223696317849	1308	cid|1308
NODE_1008_length_11744_cov_23.970485	7308	7898	+	K03550	271	37.987037891078	63.2656514382403	0.944035498274154	0.709679695325031	1308	cid|1308
NODE_1008_length_11744_cov_23.970485	7905	8459	+	K01246	269	40.1525301478388	61.0738738738739	0.911330297615585	0.685093525756885	1308	cid|1308
NODE_1008_length_11744_cov_23.970485	8555	9826	+	K03742	521	33.9315916593554	64.5479559748428	0.963169751611172	0.724063890732208	1308	cid|1308
NODE_1008_length_11744_cov_23.970485	9862	11001	+	K03553	513	37.2791613547314	71.1236842105263	1.06129125578234	0.797826836418394	1308	cid|1308
NODE_100_length_150395_cov_9.257283	52337	53824	-	K04567	224	12.470926140173	24.5154569892473	0.950782442665647	0.275001073273812	52227	cid|52227
NODE_100_length_150395_cov_9.257283	53887	54369	-	K03624	111	19.0383570755702	27.3561076604555	1.0609513367277	0.306865948716307	979	cid|979
NODE_100_length_150395_cov_9.257283	71740	72741	-	K00611	166	13.724419571713	25.811377245509	1.00104209017247	0.289538002424492	39491	cid|39491
NODE_100_length_150395_cov_9.257283	77035	78048	-	K00850	162	13.2352052146975	25.0818540433925	0.972749007469844	0.281354607611653	1796616	cid|1796616
NODE_100_length_150395_cov_9.257283	78141	81608	-	K02337	484	11.5616519900615	25.1940599769319	0.977100687783982	0.282613272794381	143361	cid|143361
NODE_100_length_150395_cov_9.257283	81662	82501	-	K00243	128	12.6236313582159	23.1047619047619	0.896071485457232	0.259176662475933		
NODE_100_length_150395_cov_9.257283	84694	85389	-	K03077	129	15.3544438530024	25.6795977011494	0.995931286929668	0.288059771113107	208479	cid|208479
NODE_100_length_150395_cov_9.257283	94054	95565	-	K10441	259	14.1906272646611	29.276455026455	1.13542812744028	0.328407361831308	84030	cid|84030
NODE_100_length_150395_cov_9.257283	102381	103349	-	K02057	151	12.9094217740269	23.3353973168215	0.905016213697026	0.261763805186719		
NODE_100_length_150395_cov_9.257283	103351	104376	-	K02057	154	12.4344614438567	23.0964912280702	0.895750723980466	0.259083886519608		
NODE_100_length_150395_cov_9.257283	104395	105876	-	K02056	222	12.4096173650478	25.5856950067476	0.992289460746481	0.287006421719901	290400	cid|290400
NODE_100_length_150395_cov_9.257283	106052	107107	-	K02058	161	12.6303555936695	23.6789772727273	0.918341267758648	0.265617898409248		
NODE_100_length_150395_cov_9.257283	109102	109569	-	K01808	104	18.4094623973982	27.542735042735	1.06818930249231	0.308959433265735		
NODE_100_length_150395_cov_9.257283	110679	111380	+	K20490	140	16.5213124079215	26.3831908831909	1.02321872621981	0.295952297052738	39488	cid|39488
NODE_100_length_150395_cov_9.257283	111384	112109	+	K20491	143	16.3174780340575	27.5426997245179	1.06818793274665	0.30895903708517	39488	cid|39488
NODE_100_length_150395_cov_9.257283	112116	112847	+	K20492	148	16.749592836977	28.4426229508197	1.10308963593293	0.319053886763296	39488	cid|39488
NODE_100_length_150395_cov_9.257283	113714	114373	+	K20488	122	15.313325539654	25.8363636363636	1.00201113683314	0.289818286177933	1834207	cid|1834207
NODE_100_length_150395_cov_9.257283	114370	115725	+	K20487	251	15.3344305146469	31.4948377581121	1.22146361734762	0.35329197370721	1834198	cid|1834198
NODE_100_length_150395_cov_9.257283	116255	116680	+	K03088	122	23.7248705543935	31.7065727699531	1.22967533177107	0.355667102000003	2051	cid|2051
NODE_100_length_150395_cov_9.257283	130471	131934	+	K00763	241	13.6373374111874	26.6154371584699	1.0322259285333	0.298557509551677		
NODE_100_length_150395_cov_9.257283	132650	133681	+	K01626	186	14.9309302583549	26.1104651162791	1.01264160865044	0.292893007615748	29360	cid|29360
NODE_1010_length_11731_cov_5.133779	404	2821	-	K01869	199	6.81789643377588	14.16211745244	1.02207853626689	0.158862937001704	1453352	cid|1453352
NODE_1010_length_11731_cov_5.133779	3247	4272	-	K00053	99	7.99358235676501	14.8937621832359	1.07488126001427	0.167070129970297	39491	cid|39491
NODE_1010_length_11731_cov_5.133779	4321	4821	-	K01653	59	9.75591270760324	14.4471057884232	1.04264611468678	0.162059781274289		
NODE_10110_length_776_cov_2.755895	16	774	+	K00175	37	4.0384393796664	8.12779973649539	1.01483066701857	0.0911732402896341	46541	cid|46541
NODE_1012_length_11600_cov_5.758597	1564	1950	+	K02387	55	11.7734933936849	17.3023255813953	0.990759045825017	0.194088085206962		
NODE_1012_length_11600_cov_5.758597	1995	2450	+	K02388	66	11.9903735351475	18.3552631578947	1.05105194828476	0.205899366708044	351091	cid|351091
NODE_1012_length_11600_cov_5.758597	2518	2835	+	K02408	50	13.025563017027	15.811320754717	0.905381706666125	0.177362803366496		
NODE_1012_length_11600_cov_5.758597	2874	4502	+	K02409	166	8.4419081711826	17.3842848373235	0.995452164898399	0.195007459598182	351091	cid|351091
NODE_1012_length_11600_cov_5.758597	4492	5637	+	K02410	117	8.45775039461619	16.7486910994764	0.9590570431976	0.187877714468376	351091	cid|351091
NODE_1012_length_11600_cov_5.758597	6573	7874	+	K02412	136	8.65329568909961	15.6298003072197	0.894987553318696	0.175326605636027	351091	cid|351091
NODE_10142_length_774_cov_1.969402	304	750	+	K02939	21	3.89193332562445	6.73825503355705	1.19756817358741	0.0755860829775111	1496	cid|1496
NODE_1014_length_11544_cov_7.163722	2819	3028	-	K07727	31	12.2291428782717	14.2809523809524	0.850891175106526	0.160195962647428	238	cid|238
NODE_1014_length_11544_cov_7.163722	5435	6595	-	K00100	124	8.84795867161774	16.2118863049096	0.965940549390583	0.181856130016201	36745	cid|36745
NODE_1014_length_11544_cov_7.163722	8223	9134	-	K02796	129	11.7178650457123	21.375	1.27357044423455	0.239773133489044	169679	cid|169679
NODE_1014_length_11544_cov_7.163722	9153	9959	-	K02795	93	9.54691451463587	15.8636926889715	0.945194392752928	0.177950283262781	1520	cid|1520
NODE_10151_length_774_cov_1.372740	524	745	+	K02518	7	2.61215344827947	3.03153153153153	0.774135732565294	0.0340060731970132	1852377	cid|1852377
NODE_1015_length_11504_cov_4.252511	671	1531	-	K02040	90	8.65950321828835	14.1718931475029	0.963953519593646	0.158972595436196	351091	cid|351091
