contig	start	end	strand	gene	readCount	RPKM	meanDepth	meanDepth/contig	meanDepth/genome	taxon	reference
NODE_1002_length_1324_cov_1.532703	151	444	+	K18955	12	2.33380714285948	4.89115646258503	1.16159482627132	0.0153212680829414	1912795	cid|1912795
NODE_100_length_65823_cov_13.652308	5222	5908	-	K21828	151	12.5675684497942	30.5312954876274	0.922777367888411	0.0956375382107918	1282	cid|1282
NODE_100_length_65823_cov_13.652308	6127	7530	-	K03758	271	11.0365473824897	31.3269230769231	0.946824402936996	0.0981297961630842	1282	cid|1282
NODE_100_length_65823_cov_13.652308	7794	8801	-	K00611	224	12.706283333346	33.2599206349206	1.00524728903518	0.104184800540127	1282	cid|1282
NODE_100_length_65823_cov_13.652308	8906	9949	-	K01478	211	11.5561456178276	30.7595785440613	0.929676991195748	0.0963526218383904	1282	cid|1282
NODE_100_length_65823_cov_13.652308	11455	12978	-	K01401	264	9.90489803150597	29.1338582677165	0.880541248556325	0.0912601459848194	1282	cid|1282
NODE_100_length_65823_cov_13.652308	13411	14655	-	K01439	252	11.5734339759152	31.8506024096386	0.962652078394023	0.0997701917438441	1282	cid|1282
NODE_100_length_65823_cov_13.652308	18235	19014	-	K03366	151	11.0691275961649	28.225641025641	0.853091305711517	0.0884152073798429	1282	cid|1282
NODE_100_length_65823_cov_13.652308	19253	19447	+	K20337	75	21.9916442307912	35.8307692307692	1.08294857431075	0.112237836839201	1282	cid|1282
NODE_100_length_65823_cov_13.652308	19765	21636	+	K02538	396	12.0954043269352	36.6228632478633	1.10688881073178	0.11471902607852	1282	cid|1282
NODE_100_length_65823_cov_13.652308	23677	24627	+	K01809	183	11.0027595425978	30.2439537329127	0.914092755464825	0.0947374565861122	1282	cid|1282
NODE_100_length_65823_cov_13.652308	24938	27802	-	K01421	537	10.7171845288065	33.1280977312391	1.00126307578305	0.103771872828199	1282	cid|1282
NODE_100_length_65823_cov_13.652308	32699	33127	+	K04063	140	18.6595769230956	35.4755244755245	1.07221166272658	0.111125052946108	1282	cid|1282
NODE_100_length_65823_cov_13.652308	37234	37713	-	K07304	145	17.2726039062673	36.9875	1.11790958587408	0.115861229865112	1282	cid|1282
NODE_100_length_65823_cov_13.652308	41195	43585	-	K03070	457	10.9286790778026	33.2735257214555	1.00565848894472	0.104227417696148	1282	cid|1282
NODE_100_length_65823_cov_13.652308	43578	44150	-	K12270	159	15.866222905775	36.9109947643979	1.1155972929035	0.115621581586965	1282	cid|1282
NODE_100_length_65823_cov_13.652308	44137	44898	-	K12269	164	12.3060854330832	31.5419947506562	0.95332472563294	0.0988034958894205	1282	cid|1282
