contig	start	end	strand	gene	readCount	RPKM	meanDepth	meanDepth/contig	meanDepth/genome	taxon	reference
NODE_1001_length_1242_cov_2.097725	515	847	-	K02759	15	2.03735407943936	3.78078078078078	0.722419958419958	0.00970541632836917	1590	cid|1590
NODE_100_length_33697_cov_2.839486	1499	2473	+	K01442	48	2.22667128928265	7.32717948717949	1.04416800803302	0.0188091644448842	1590	cid|1590
NODE_100_length_33697_cov_2.839486	2915	5215	-	K01187	92	1.80838416855583	6.72664059104737	0.958587532760396	0.0172675569446636	1590	cid|1590
NODE_100_length_33697_cov_2.839486	5246	6667	-	K16211	67	2.13105517423214	8.0478199718706	1.14686369615209	0.0206590775534566	1590	cid|1590
NODE_100_length_33697_cov_2.839486	10451	11299	+	K03488	41	2.18421635230354	7.12367491166078	1.01516735810807	0.0182867600145143	1590	cid|1590
NODE_100_length_33697_cov_2.839486	15014	16456	+	K01223	54	1.69257108138039	6.08662508662509	0.86738139873131	0.0156246114032015	1590	cid|1590
NODE_100_length_33697_cov_2.839486	16641	17696	+	K09963	48	2.05587548016154	6.97916666666667	0.994574047055175	0.0179158015374507	1590	cid|1590
NODE_100_length_33697_cov_2.839486	17693	18583	+	K07106	38	1.92896958632441	5.87542087542088	0.83728350350612	0.0150824416983454	1590	cid|1590
NODE_100_length_33697_cov_2.839486	20993	21475	+	K02777	37	3.46476737236334	9.65631469979296	1.37608405835627	0.0247881482141601	1590	cid|1590
NODE_100_length_33697_cov_2.839486	21758	22294	+	K11201	32	2.69522595537006	7.34264432029795	1.04637184158454	0.0188488632934994	1590	cid|1590
NODE_100_length_33697_cov_2.839486	23862	25025	+	K14155	53	2.05940791225804	7.43900343642612	1.06010360651802	0.0190962210201921	1590	cid|1590
NODE_100_length_33697_cov_2.839486	27024	27869	+	K03488	41	2.19196180036136	7.45981087470449	1.0630687940663	0.019149634551134	1590	cid|1590
NODE_100_length_33697_cov_2.839486	31554	32642	-	K09963	47	1.95204338520389	6.53719008264463	0.931589673580631	0.0167812298698391	1590	cid|1590
NODE_1013_length_1208_cov_2.137034	7	732	+	K01104	23	1.43288291041562	5.29889807162534	1.04935555254482	0.0136024844730871	1590	cid|1590
NODE_101_length_33233_cov_551.166436	903	2303	-	K07644	12449	401.897976271008	1455.02212705211	1.00242763392507	3.73510032155677	413503	cid|413503
NODE_101_length_33233_cov_551.166436	2300	2980	-	K07665	6943	461.125926714764	1403.59324522761	0.966996054319338	3.60308031342866		
NODE_101_length_33233_cov_551.166436	3035	3964	-	K07245	9125	443.781723271429	1498.59032258065	1.03244364697811	3.84694163180405	613	genus
NODE_101_length_33233_cov_551.166436	3969	4349	-	K07156	5075	602.463247664136	1491.69291338583	1.02769172365624	3.82923570498514	1915310	cid|1915310
NODE_101_length_33233_cov_551.166436	4389	5279	-	K07233	8629	438.028383168245	1442.37261503928	0.993712838348032	3.70262851545279		
NODE_101_length_33233_cov_551.166436	12184	15330	-	K07787	24790	356.286421789164	1419.51541150302	0.977965522872204	3.64395315465181	2026240	cid|2026240
NODE_101_length_33233_cov_551.166436	15341	16633	-	K07798	11781	412.100478499016	1449.74013921114	0.998788644197419	3.72154124632591	550	cid|550
NODE_101_length_33233_cov_551.166436	16747	17100	-	K07810	4888	624.521541340823	1539.96610169492	1.06094920960028	3.95315492093628		
NODE_101_length_33233_cov_551.166436	17129	18514	-	K07796	12235	399.264071425023	1438.33261183261	0.990929505517406	3.69225766473116	1463165	cid|1463165
NODE_101_length_33233_cov_551.166436	18704	19384	+	K07665	7025	466.572034447821	1370.99706314244	0.944539135572111	3.51940460298809	1812934	species
NODE_101_length_33233_cov_551.166436	19377	20852	+	K07644	13506	413.866120034796	1517.16598915989	1.04524122658285	3.8946261150317	2026240	cid|2026240
NODE_101_length_33233_cov_551.166436	22218	23126	-	K07451	9365	465.975825277978	1546.0198019802	1.06511986538663	3.96869501305019	573	cid|573
NODE_101_length_33233_cov_551.166436	26313	26729	-	K18828	4958	537.761807851559	1343.67865707434	0.925718304845001	3.44927715585703	550	cid|550
NODE_101_length_33233_cov_551.166436	26726	26956	-	K18829	3602	705.263188527797	1421.41125541126	0.979271651684881	3.64881986221565	570	genus
NODE_101_length_33233_cov_551.166436	27306	27656	+	K03892	4841	623.802992558873	1483.70655270655	1.02218957458884	3.80873439590769	615	species
NODE_101_length_33233_cov_551.166436	28088	29839	+	K01551	14737	380.447267651309	1435.7049086758	0.989119167235144	3.68551224504064	1463165	cid|1463165
NODE_101_length_33233_cov_551.166436	29887	31176	+	K03893	11519	403.872753822928	1421.61240310078	0.979410231022423	3.64933621642487	1920110	cid|1920110
NODE_101_length_33233_cov_551.166436	31189	31614	+	K00537	5514	585.432259970507	1553.53521126761	1.07029755568418	3.98798737096292	550	cid|550
NODE_101_length_33233_cov_551.166436	31647	31838	-	K03823	3417	804.939496591998	1500.13541666667	1.03350812907776	3.850907950467	570	genus
NODE_101_length_33233_cov_551.166436	32197	32760	-	K01551	5807	465.684957610917	1351.29432624113	0.930965068507003	3.46882688491263	550	cid|550
